Fiscal Year,Agency Name,Payee Name,Payee Zip,Amount,Purpose of Payment (Baltimore County only),MBE
2019,Anne Arundel Co. Public Schools,Comcast Business Communications,21236,471332.77,,
2019,Anne Arundel Co. Public Schools,WHEELER GOODMAN MASEK,21401,466540.3,,
2019,Anne Arundel Co. Public Schools,CURRICULUM ASSOCIATES LLC,01862-0901,456687.77,,
2019,Anne Arundel Co. Public Schools,S FREEDMAN & SONS INC,20785,450244.21,,
2019,Anne Arundel Co. Public Schools,BENELOGIC LLC,21093,449990,,
2019,Anne Arundel Co. Public Schools,BARCO ENTERPRISES INC,21164-0074,443691.59,,
2019,Anne Arundel Co. Public Schools,VSC FIRE & SECURITY INC,20794,442260.21,,
2019,Anne Arundel Co. Public Schools,TITO CONTRACTORS INC,20012,441647.06,,
2019,Anne Arundel Co. Public Schools,FIRE-MAK INC,21784-0361,439148.59,,
2019,Anne Arundel Co. Public Schools,OFFICE DEPOT,21046,430741.73,,
2019,Anne Arundel Co. Public Schools,MOTOROLA SOLUTIONS INC,21090,426892.13,,
2019,Anne Arundel Co. Public Schools,PEARSON EDUCATION,85246,426121.64,,
2019,Anne Arundel Co. Public Schools,Outdoor Aluminum Inc,36340,424900,,
2019,Anne Arundel Co. Public Schools,"Carney, Kelehan, Bresler, Bennett & Scherr LLP",21401,422724.53,,
2019,Anne Arundel Co. Public Schools,Modular Genius Inc,21085,415033.71,,
2019,Anne Arundel Co. Public Schools,ALLIANCE TECHNOLOGY GROUP LLC,21076,409234.01,,
2019,Anne Arundel Co. Public Schools,ENGINEERED CONSTRUCTION PRODUCT,21703,407264.99,,
2019,Anne Arundel Co. Public Schools,TJ DISTRIBUTORS  INC,21050-2560,402035.65,,
2019,Anne Arundel Co. Public Schools,FPC Distribution,21075,401214.54,,
2019,Anne Arundel Co. Public Schools,Window Consultants Inc.,21117,398971.5,,
2019,Anne Arundel Co. Public Schools,HILLIS-CARNES ENGINEERING,20701,393527,,
2019,Anne Arundel Co. Public Schools,"hand2mind, Inc.",60061-1862,393252.48,,
2019,Anne Arundel Co. Public Schools,SCHOOL SPECIALTY,54912-1579,386397.99,,
2019,Anne Arundel Co. Public Schools,Century Ford of Mt. Airy Inc,21771,385360,,
2019,Anne Arundel Co. Public Schools,COLE ROOFING CO INC,21229,378968.89,,
2019,Anne Arundel Co. Public Schools,HEER BROTHERS INC,21226,378311.71,,
2019,Anne Arundel Co. Public Schools,"GALE ASSOCIATES, INC.",21204,375737.65,,
2019,Anne Arundel Co. Public Schools,Greenwood Publishing DBA Heinemann,03802-6926,365011.71,,
2019,Anne Arundel Co. Public Schools,"ASHLAND EQUIPMENT, INC.",21017-1205,357214.72,,
2019,Anne Arundel Co. Public Schools,"Republic Services, Inc.",21230,352483.97,,
2019,Anne Arundel Co. Public Schools,GOUCHER COLLEGE,21204,351372,,
2019,Anne Arundel Co. Public Schools,"Fresh Air Concepts, LLC",21090,347429.26,,
2019,Anne Arundel Co. Public Schools,BENEDICTINE SCHOOL FOR EXCEPTIONAL CHILDREN,21660,345655.55,,
2019,Anne Arundel Co. Public Schools,PETROLEUM MANAGEMENT INC,21226,344822.6,,
2019,Anne Arundel Co. Public Schools,"GRANDSTAND DESIGN ENTERPRISES, INC.",21401,334780,,
2019,Anne Arundel Co. Public Schools,LINDEN COOKIES INC,10920,331196.06,,
2019,Anne Arundel Co. Public Schools,WENGER CORPORATION,55060,329786,,
2019,Anne Arundel Co. Public Schools,CDI COMPUTER DEALERS INC,21224,321429.97,,
2019,Anne Arundel Co. Public Schools,BEST FENCE,21061,319489.13,,
2019,Anne Arundel Co. Public Schools,"MARYLAND SOUND & IMAGE, INC.",21133,318752.63,,
2019,Anne Arundel Co. Public Schools,AON CONSULTING INC,20036,317986.94,,
2019,Anne Arundel Co. Public Schools,"LearnZillion, Inc.",20016,317753,,
2019,Anne Arundel Co. Public Schools,"Air Tech Refrigeration & Mechanical Contractors, Inc.",21220,317327.3,,
2019,Anne Arundel Co. Public Schools,SAAAAC,21401,312945.56,,
2019,Anne Arundel Co. Public Schools,APPLE COMPUTER INC,78727,305104,,
2019,Anne Arundel Co. Public Schools,CLARK FOOD SERVICE EQUIPMENT,17602,300992.12,,
2019,Anne Arundel Co. Public Schools,A A CO ACCOUNTING AND CONTROL,21404,300189.44,,
2019,Anne Arundel Co. Public Schools,VERIZON WIRELESS,20701-1261,295966.72,,
2019,Anne Arundel Co. Public Schools,Ernest Corry III DBA SOURCE MAINTENANCE PRODUCTS,20754,294665.07,,
2019,Anne Arundel Co. Public Schools,"WHITMAN, REQUARDT & ASSOCIATES",21231,294398.48,,
2019,Anne Arundel Co. Public Schools,"COMPLETE BUILDING SYSTEMS, INC.",21114,293476.02,,
2019,Anne Arundel Co. Public Schools,Delta T Group Maryland Inc,19010,291948.37,,
2019,Anne Arundel Co. Public Schools,MD STATE DEPT OF EDUCATION,21201,285732.47,,
2019,Anne Arundel Co. Public Schools,PESSOA CONSTRUCTION CO,20743,283038.7,,
2019,Anne Arundel Co. Public Schools,"Goode Companies, Inc.",20770,281071.75,,
2019,Anne Arundel Co. Public Schools,ANNE ARUNDEL COMMUNITY COLLEGE,21012,273964.19,,
2019,Anne Arundel Co. Public Schools,BSN Sports Inc,75209,271998.28,,
2019,Anne Arundel Co. Public Schools,DEPARTMENT OF JUVENILE JUSTICE,21403,266982.68,,
2019,Anne Arundel Co. Public Schools,MARYLAND UNEMPLOYMENT INSURANCE FUND,21203-0084,265132.91,,
2019,Anne Arundel Co. Public Schools,EDUCATORS FINANCIAL GROUP,21044,262082.39,,
2019,Anne Arundel Co. Public Schools,DISCOVERY EDUCATION,20910,261280,,
2019,Anne Arundel Co. Public Schools,SCHMIDT BAKING CO INC,21236,256829.02,,
2019,Anne Arundel Co. Public Schools,COASTAL SUNBELT PRODUCE CO,20763,254679.95,,
2019,Anne Arundel Co. Public Schools,Inquiries Acquisition LLC,21601,250319.5,,
2019,Anne Arundel Co. Public Schools,Excel Professional Staffing LLC,30384-3826,247222.5,,
2019,Anne Arundel Co. Public Schools,"Social Sentinel, Inc.",05401,246000,,
2019,Anne Arundel Co. Public Schools,Building Energy Holding US LLC,20005,244087.87,,
2019,Anne Arundel Co. Public Schools,GRAINGER,20701-1125,243673.35,,
2019,Anne Arundel Co. Public Schools,"DADE PAPER AND BAG COMPANY, INC.",20794,239278.61,,
2019,Anne Arundel Co. Public Schools,LIGHTSPEED TECHNOLOGIES,97062,238074.5,,
2019,Anne Arundel Co. Public Schools,AEROSOL MONITORING & ANALYSIS,21076,233361.5,,
2019,Anne Arundel Co. Public Schools,Thrive Behavioral Health LLC,21237,225969.11,,
2019,Anne Arundel Co. Public Schools,CITY OF ANNAPOLIS,21401,225711.41,,
2019,Anne Arundel Co. Public Schools,TYCO Fire & Security (US) Management Inc,15252,224188.24,,
2019,Anne Arundel Co. Public Schools,Treasure Coast Maintenance Suppliers,34957,223842.31,,
2019,Anne Arundel Co. Public Schools,Digital Information Services,20854,223531.21,,
2019,Anne Arundel Co. Public Schools,RAPTOR TECHNOLOGIES,77270,217317.25,,
2019,Anne Arundel Co. Public Schools,CENTRAL TRUCK CENTER,20785,216480,,
2019,Anne Arundel Co. Public Schools,VISUAL SOUND,21227,215834,,
2019,Anne Arundel Co. Public Schools,HERSHEY'S ICE CREAM,21075,213838.2,,
2019,Anne Arundel Co. Public Schools,AVID CENTER,92123,213743.5,,
2019,Anne Arundel Co. Public Schools,UNUM LIFE INS CO OF AMERICA,04122,213622.64,,
2019,Anne Arundel Co. Public Schools,U.S. DEPT. OF EDUCATION,30348-5081,213346.05,,
2019,Anne Arundel Co. Public Schools,AMER FED OF ST CO MUNICIP EMPL,21230,208805.55,,
2019,Anne Arundel Co. Public Schools,MOUNTAIN MANOR TREATMENT CTR.,21229,207821.7,,
2019,Anne Arundel Co. Public Schools,FROEHLING & ROBERTSON INC,20794,206983.09,,
2019,Anne Arundel Co. Public Schools,ACT Inc DBA ACT Education Inc,52243-0168,205827.5,,
2019,Anne Arundel Co. Public Schools,SCHOLARSHIPS FOR SCHOLARS,21401,204952.58,,
2019,Anne Arundel Co. Public Schools,"PRISMA, LLC",20910,204850.4,,
2019,Anne Arundel Co. Public Schools,YOUTH IN TRANSITION SCHOOL,21244,204645.5,,
2019,Anne Arundel Co. Public Schools,"East Coast Welding and Construction Co., Inc.",21061-3225,201955,,
2019,Anne Arundel Co. Public Schools,RE Sheehi Trucking & Paving LLC,20639,201085.77,,
2019,Anne Arundel Co. Public Schools,Bayside Fire Protection,20736,200935.46,,
2019,Anne Arundel Co. Public Schools,Allied Instructional Services,23005,200884.82,,
2019,Anne Arundel Co. Public Schools,CATAPULT LEARNING DBA Specialized Ed of Md. Inc,08103,199590.91,,
2019,Anne Arundel Co. Public Schools,J.T.M. PROVISIONS CO.,45030,197853.38,,
2019,Anne Arundel Co. Public Schools,"ClassLink, Inc.",07011,192995,,
2019,Anne Arundel Co. Public Schools,INTERLINE BRANDS INC,32207,192849.76,,
2019,Anne Arundel Co. Public Schools,ASSO OF EDUC LEADERS INC,21012,190718.91,,
2019,Anne Arundel Co. Public Schools,CN ROBINSON LIGHTING SUPPLY,21227,188237.79,,
2019,Anne Arundel Co. Public Schools,LANGE ELECTRIC CO INC,21230-2730,186508.83,,
2019,Anne Arundel Co. Public Schools,"Glass Industries, LLC",21208,183862.36,,
2019,Anne Arundel Co. Public Schools,MARTEL LABS INC,21286,182958.7,,
2019,Anne Arundel Co. Public Schools,MASTER CARE FLOORING INC,21229,180344.26,,
2019,Anne Arundel Co. Public Schools,BLACKBOARD CONNECT INC DBA Blackboard Inc,91403,176307.45,,
2019,Anne Arundel Co. Public Schools,GANNETT FLEMING INC,21244,176205.6,,
2019,Anne Arundel Co. Public Schools,JOHNSON MIRMIRAN & THOMPSON,21030,173589.62,,
2019,Anne Arundel Co. Public Schools,TOTAL KITCHEN CARE,21108,173143.3,,
2019,Anne Arundel Co. Public Schools,ATC Corp.,21222,172092,,
2019,Anne Arundel Co. Public Schools,THE MARYLAND SCHOOL FOR THE BLIND,21236,170233.21,,
2019,Anne Arundel Co. Public Schools,"MYTHICS, INC",23462,169702.31,,
2019,Anne Arundel Co. Public Schools,LIBRARY CORPORATION (THE),25428-9733,169174,,
2019,Anne Arundel Co. Public Schools,WARWICK SUPPLY & EQUIP CO INC,21031,168133.49,,
2019,Anne Arundel Co. Public Schools,BIGNELL WATKINS HASSER,21401,167277.17,,
2019,Anne Arundel Co. Public Schools,HomeRite of Baltimore LLC,21244,166725,,
2019,Anne Arundel Co. Public Schools,MAGOTHY TECHNOLOGY LLC,21060,165386.65,,
2019,Anne Arundel Co. Public Schools,Human Development Corp DBA SUMMIT SCHOOL,21037,163396.1,,
2019,Anne Arundel Co. Public Schools,DANCE BROTHERS INC,21090,161797.16,,
2019,Anne Arundel Co. Public Schools,RUDOLPH'S OFFICE & COMPUTER SUPPLY INC,21075,161468.71,,
2019,Anne Arundel Co. Public Schools,BELTWAY INTER TRUCKS INC DBA CAPITAL CITIES,21227,160122,,
2019,Anne Arundel Co. Public Schools,MICROSOFT CORPORATION,75039,159800.64,,
2019,Anne Arundel Co. Public Schools,PHANTOM TECHNOLOGIES INC,02110,157185.01,,
2019,Anne Arundel Co. Public Schools,Morelli-Hoskins Ford Inc,19320,156160,,
2019,Anne Arundel Co. Public Schools,RJ MCCARVILLE ASSOC,19464,154841,,
2019,Anne Arundel Co. Public Schools,American Air Filter Company Inc,21224,154440.07,,
2019,Anne Arundel Co. Public Schools,STROHECKER INC,20736,153661.14,,
2019,Anne Arundel Co. Public Schools,Johnson Truck Center,20785,153407,,
2019,Anne Arundel Co. Public Schools,GB Marketing Inc DBA FRANKLIN TOYS,21146,153337.97,,
2019,Anne Arundel Co. Public Schools,SCANTRON CORP,92705,152321.81,,
2019,Anne Arundel Co. Public Schools,JOHNSON CONTROLS INC,21152,147236.23,,
2019,Anne Arundel Co. Public Schools,A-L ABATEMENT INC,21236,146045,,
2019,Anne Arundel Co. Public Schools,Greenlink Incorporated,20872,144960,,
2019,Anne Arundel Co. Public Schools,ROSETTA STONE LTD,22801,144000,,
2019,Anne Arundel Co. Public Schools,TIDAL TECHNOLOGIES CORPORATION,21061,142224.72,,
2019,Anne Arundel Co. Public Schools,Total Green Janitorial Supplies,34985-9463,141848.01,,
2019,Anne Arundel Co. Public Schools,WASHINGTON MUSIC CTR,20902,139853.7,,
2019,Anne Arundel Co. Public Schools,BLACKBOARD INC,46240,139526.29,,
2019,Anne Arundel Co. Public Schools,GRAYBAR ELECTRIC CO INC,30384,139144.72,,
2019,Anne Arundel Co. Public Schools,Aireco Supply Inc  DBA M&M CONTROLS INC,21093,138924.71,,
2019,Anne Arundel Co. Public Schools,WOLVERINE BRASS INC,28289-0713,137692.78,,
2019,Anne Arundel Co. Public Schools,"EXPLORELEARNING, INC.",22902,137500,,
2019,Anne Arundel Co. Public Schools,TOWSON UNIVERSITY,21252,136766,,
2019,Anne Arundel Co. Public Schools,SUNTEX INTERNATIONAL INC,18045,136335.99,,
2019,Anne Arundel Co. Public Schools,DREAMBOX LEARNING,98004,135517.5,,
2019,Anne Arundel Co. Public Schools,HONEYWELL INC,20171,134223.42,,
2019,Anne Arundel Co. Public Schools,RIDDELL/ALL AMERICAN,44045,133643.75,,
2019,Anne Arundel Co. Public Schools,Center for Lifelong Learning,07869,133500,,
2019,Anne Arundel Co. Public Schools,Canon Financial Services Inc,08054,133296.36,,
2019,Anne Arundel Co. Public Schools,SGK CONTRACTING INC,20715,132305.13,,
2019,Anne Arundel Co. Public Schools,H & H CONTRACTORS INC,21227,131710.14,,
2019,Anne Arundel Co. Public Schools,ASSOCIATED CATHOLIC CHARITIES,21093,131691.21,,
2019,Anne Arundel Co. Public Schools,"2080 Media, Inc DBA Playon! Sports",30341,129850,,
2019,Anne Arundel Co. Public Schools,"Guitar Center, Inc DBA MUSIC & ARTS CENTER",21703-8517,129472.63,,
2019,Anne Arundel Co. Public Schools,NORTHBAY,21901,127815,,
2019,Anne Arundel Co. Public Schools,CATON COMMUNICATIONS GROUP INC,21229-5409,125000,,
2019,Anne Arundel Co. Public Schools,U S TREASURY,21201,124852.51,,
2019,Anne Arundel Co. Public Schools,MANSEF,21285,124846.75,,
2019,Anne Arundel Co. Public Schools,NLP ENTERPRISES INC,21117,123557,,
2019,Anne Arundel Co. Public Schools,Lakeshore Equipment Company,90895,123482.23,,
2019,Anne Arundel Co. Public Schools,Communications Express LLC,22151,123160,,
2019,Anne Arundel Co. Public Schools,MILLER FLOORING COMPANY INC,19382,122841.35,,
2019,Anne Arundel Co. Public Schools,MCDANIEL COLLEGE,21157,121500,,
2019,Anne Arundel Co. Public Schools,HB Software Solutions,01851,117418.01,,
2019,Anne Arundel Co. Public Schools,NOTRE DAME UNIVERSITY OF MARYLAND,21210,116000,,
2019,Anne Arundel Co. Public Schools,UNITED CONCORDIA COMPANIES,19175-4840,114731.75,,
2019,Anne Arundel Co. Public Schools,COUGHLAN COMPANIES LLC DBA Capstone,56003,113299.64,,
2019,Anne Arundel Co. Public Schools,HP ELECTRONICS INC,21227-2934,112151.43,,
2019,Anne Arundel Co. Public Schools,VISUAL SOUND,21227-2539,110759.4,,
2019,Anne Arundel Co. Public Schools,CREST GOOD MANUFACTURING,11791,109096,,
2019,Anne Arundel Co. Public Schools,BIOTECH SOLUTIONS,19317-0211,108122.66,,
2019,Anne Arundel Co. Public Schools,Community Products Inc DBA Rifton Equip,12471,106942.5,,
2019,Anne Arundel Co. Public Schools,CLIFTONLARSONALLEN LLP,21093,106000,,
2019,Anne Arundel Co. Public Schools,AACPS Solar Fund LLC,20850,104778.71,,
2019,Anne Arundel Co. Public Schools,PROQUEST INFORMATION & LEARNING,48106,104511.48,,
2019,Anne Arundel Co. Public Schools,KCI TECHNOLOGIES INC,21152,104310,,
2019,Anne Arundel Co. Public Schools,MARYLAND CENTERS FOR PSYCHIATRY PA,21043,102930,,
2019,Anne Arundel Co. Public Schools,CONTROLLER-ANNE ARUNDEL COUNTY,21401,102755.62,,
2019,Anne Arundel Co. Public Schools,NAVIANCE DBA HOBSONS,45241,101547.5,,
2019,Anne Arundel Co. Public Schools,CSAAC/ COMMUNITY SCHOOL OF MD.,20851,101452.02,,
2019,Anne Arundel Co. Public Schools,"TeacherMatch, LLC",78746,101250,,
2019,Anne Arundel Co. Public Schools,"JB Contracting, Inc.",20705,101205.25,,
2019,Anne Arundel Co. Public Schools,GRIEVES WORRALL WRIGHT &,21211,100677.86,,
2019,Anne Arundel Co. Public Schools,NASCO INC,53538-0901,100250.64,,
2019,Anne Arundel Co. Public Schools,HAVTECH CORPORATION,21046,99993.61,,
2019,Anne Arundel Co. Public Schools,FERGUSON ENTERPRISES LLC,21205,99719.47,,
2019,Anne Arundel Co. Public Schools,J P Construction,22191,98316.2,,
2019,Anne Arundel Co. Public Schools,HAJOCA CORP,21227,98211.12,,
2019,Anne Arundel Co. Public Schools,Hoonuit I llc,54911,97682.32,,
2019,Anne Arundel Co. Public Schools,AIRECO SUPPLY INC,20763-0414,95268.33,,
2019,Anne Arundel Co. Public Schools,EBL ENGINEERS LLC,21234-5701,95192.2,,
2019,Anne Arundel Co. Public Schools,SHEPHERD ELECTRIC CO,20705-1405,94708.03,,
2019,Anne Arundel Co. Public Schools,CHAMPION OFFICIALS GROUP,21404-2289,93790,,
2019,Anne Arundel Co. Public Schools,ARGOS CONSTRUCTION COMPANY INC,21224,90581.08,,
2019,Anne Arundel Co. Public Schools,TECH4LEARNING INC,92120,90000,,
2019,Anne Arundel Co. Public Schools,MACKIN Book Company,55306,89221.69,,
2019,Anne Arundel Co. Public Schools,Ad Astra Inc,20910-3713,88787.94,,
2019,Anne Arundel Co. Public Schools,NESTLE WATERS,21227,88763.79,,
2019,Anne Arundel Co. Public Schools,"CORBETT TECHNOLOGY SOLUTIONS, INC.",21209,86997.68,,
2019,Anne Arundel Co. Public Schools,BGE-I&C New Business Development Dorsey 1,21298-8741,85652,,
2019,Anne Arundel Co. Public Schools,UNITED RENTALS,21401,85403.33,,
2019,Anne Arundel Co. Public Schools,FOLLETT SCHOOL SOLUTIONS INC,60050-7048,85139.78,,
2019,Anne Arundel Co. Public Schools,Strayer Contracting Inc.,21220,85025,,
2019,Anne Arundel Co. Public Schools,"ABSOLUTE SUPPLY AND SERVICES, LLC",20657,84394.01,,
2019,Anne Arundel Co. Public Schools,DC TREASURER,20044,81347.55,,
2019,Anne Arundel Co. Public Schools,CENTRAL MD DISTRICT 23 BASKETBALL OFFICIALS INC,21047,80598,,
2019,Anne Arundel Co. Public Schools,Sheppard Pratt Health System DBA Mann Residential School,02241,79920.3,,
2019,Anne Arundel Co. Public Schools,ALTIMATE ELECTRIC INC,21771,77865.08,,
2019,Anne Arundel Co. Public Schools,ANNE ARUNDEL  BOARD OF OFFICIALS,21122,77269,,
2019,Anne Arundel Co. Public Schools,SCHOOL SPECIALTY INC,44903,77268.46,,
2019,Anne Arundel Co. Public Schools,GALE GROUP (THE),48331,74369.14,,
2019,Anne Arundel Co. Public Schools,ASCD,21297-8431,73976.71,,
2019,Anne Arundel Co. Public Schools,"Horizon Software International, LLC",31193-4248,73499.81,,
2019,Anne Arundel Co. Public Schools,NATIONAL SUPPLY CO,20705,72611.8,,
2019,Anne Arundel Co. Public Schools,FLINN SCIENTIFIC INC,60510,71926.17,,
2019,Anne Arundel Co. Public Schools,CONCENTRA MEDICAL CENTERS INC,21227-0277,71618.5,,
2019,Anne Arundel Co. Public Schools,NEWS-2-YOU,44839,71461.2,,
2019,Anne Arundel Co. Public Schools,ABC-CLIO,93117,70242,,
2019,Anne Arundel Co. Public Schools,DEERE & COMPANY,27513,69983.62,,
2019,Anne Arundel Co. Public Schools,"Miller Environmental Group, Inc.",11933,69500.55,,
2019,Anne Arundel Co. Public Schools,"Bright Morning Consulting, Inc.",94611,69500,,
2019,Anne Arundel Co. Public Schools,HALL INVESTMENTS ANNAPOLIS INC,21146,68454.75,,
2019,Anne Arundel Co. Public Schools,"DIAMOND INTERIOR DESIGNS, LLC",21114,67428.95,,
2019,Anne Arundel Co. Public Schools,YOUNG AUDIENCES OF MD INC,21218,66849.96,,
2019,Anne Arundel Co. Public Schools,REALLY GOOD STUFF,06484,66706.11,,
2019,Anne Arundel Co. Public Schools,NOLAND COMPANY,21401-4095,65927.86,,
2019,Anne Arundel Co. Public Schools,Capitol Document Solutions,20852,65397.97,,
2019,Anne Arundel Co. Public Schools,Leading Technology Solutions Inc,21208,65383.78,,
2019,Anne Arundel Co. Public Schools,E-RATE ELITE SERVICES INC,21117,65000,,
2019,Anne Arundel Co. Public Schools,PITNEY BOWES INC,15250,65000,,
2019,Anne Arundel Co. Public Schools,Playworks Education Energized,94607,64750,,
2019,Anne Arundel Co. Public Schools,TRAY BUSINESS SYSTEMS INC,21060-2830,64490.02,,
2019,Anne Arundel Co. Public Schools,Dude Solutions Inc,27518,63895.44,,
2019,Anne Arundel Co. Public Schools,ZONAR SYSTEMS,98188,63678.01,,
2019,Anne Arundel Co. Public Schools,"ALUMINUM ATHLETIC EQUIPMENT CO, INC",19468,63345,,
2019,Anne Arundel Co. Public Schools,CAPITAL AREA SOCCER REFEREES,20012,63137,,
2019,Anne Arundel Co. Public Schools,Sheppard Pratt Health System Inc DBA JEFFERSON SCHOOL,21263-0513,62704.1,,
2019,Anne Arundel Co. Public Schools,b & b CONCEPTS INC,21794,62618.69,,
2019,Anne Arundel Co. Public Schools,Corporate Mailing Services,21227-1509,61815.71,,
2019,Anne Arundel Co. Public Schools,King Professional Development Services Inc,20721,61550,,
2019,Anne Arundel Co. Public Schools,AMERICAN COMBUSTION INDUSTRIES,20769,61275.36,,
2019,Anne Arundel Co. Public Schools,"Whitsend III, Inc",21012,61223.83,,
2019,Anne Arundel Co. Public Schools,C&J Contractors,20707,60916.89,,
2019,Anne Arundel Co. Public Schools,SCHOLASTIC INC,65102-9957,60892.05,,
2019,Anne Arundel Co. Public Schools,NAPA AUTO PARTS,21401,60580.14,,
2019,Anne Arundel Co. Public Schools,ALBAN TRACTOR CO INC,21237,60244,,
2019,Anne Arundel Co. Public Schools,MARYLAND SCHOOL FOR THE DEAF,21705-0250,60174,,
2019,Anne Arundel Co. Public Schools,Dr. Fran Prolman,22101-4120,60160,,
2019,Anne Arundel Co. Public Schools,MD DEPT OF HUMAN SERVICES,21201-3500,60114.86,,
2019,Anne Arundel Co. Public Schools,"TRA, Inc.",28403,59609,,
2019,Anne Arundel Co. Public Schools,"BEEM Irrigation, Inc",20794,59550,,
2019,Anne Arundel Co. Public Schools,BARNES & NOBLE,21401,59534.99,,
