fiscal_year,agency_name,payee_name,payee_name_clean,payee_zip,amount,purpose_of_payment_baltimore_county_only,mbe,agency_name_clean
2020,Talbot County Public Schools,U.S. BANCORP GOVERNMENT LEASING AND,U.S. BANCORP GOVERNMENT LEASING AND,63195-9067,51593.61,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2020,Talbot County Public Schools,"CBIZ MHM, LLC","CBIZ MHM, LLC",30384-4489,51000,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2020,Talbot County Public Schools,"SEVERIN INTERMEDIATE HOLDINGS, LLC","SEVERIN INTERMEDIATE HOLDINGS, LLC",94139-8408,50854.41,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2020,Talbot County Public Schools,"KURTZ BROS., INC.","KURTZ BROS., INC.",16830-0392,50223.74,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2020,Talbot County Public Schools,JEANINE K BRIZENDINE,JEANINE K BRIZENDINE,21012,47049,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2020,Talbot County Public Schools,"PROJECT LEAD THE WAY, INC",PROJECT LEAD THE WAY INC,46240,46309.25,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2020,Talbot County Public Schools,"NAVIGATE360, LLC",NAVIGATE360 LLC,44286,45050,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2020,Talbot County Public Schools,"WGL ENERGY SERVICES, INC.",WGL ENERGY SERVICES INC,22102,44518.1,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2020,Talbot County Public Schools,"LASER LETTERS, INC","LASER LETTERS, INC",21601,44175.24,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2020,Talbot County Public Schools,DELMARVA POWER,DELMARVA POWER,19101,41649,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2020,Talbot County Public Schools,EDOCTRINA CORPORATION,EDOCTRINA CORPORATION,60674-8484,41625,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2020,Talbot County Public Schools,REGIONAL INSTITUTE FOR CHILDREN,REGIONAL INSTITUTE FOR CHILDREN,21229,41478,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2020,Talbot County Public Schools,VITECH CONSULTING LLC,VITECH CONSULTING LLC,21629,41055.07,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2020,Talbot County Public Schools,"GREEN SITE, LLC","GREEN SITE, LLC",21075,39700,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2020,Talbot County Public Schools,THE COLLEGE BOARD PUBLICATIONS,THE COLLEGE BOARD PUBLICATIONS,10087-0171,38398,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2020,Talbot County Public Schools,B & H PHOTO VIDEO,B & H PHOTO VIDEO,10087-8072,37824.19,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2020,Talbot County Public Schools,"FILEWAVE (USA), INC.","FILEWAVE (USA), INC.",46207,36426,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2020,Talbot County Public Schools,"SUNBELT RENTALS, INC.","SUNBELT RENTALS, INC.",30384-9211,36097.15,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2020,Talbot County Public Schools,BLAIR E MARTH,BLAIR E MARTH,21647,35237,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2020,Talbot County Public Schools,"NOELKER AND HULL ASSOCIATES, INC.","NOELKER AND HULL ASSOCIATES, INC.",17201,34663.35,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2020,Talbot County Public Schools,BELL TECHLOGIX INC,BELL TECHLOGIX INC,19182-3342,33940.44,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2020,Talbot County Public Schools,SIGNATURE PUBLIC FUNDING CORP.,SIGNATURE PUBLIC FUNDING CORP.,07101-4549,30897.02,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2020,Talbot County Public Schools,MCGRAW-HILL GLOBAL EDUCATION LLC,MCGRAW-HILL,19178-6167,30503.8,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2020,Talbot County Public Schools,CHESAPEAKE COLLEGE,CHESAPEAKE COLLEGE,21679,30496.28,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2020,Talbot County Public Schools,ROBIN H. LANDGRAF,ROBIN H LANDGRAF,21625,28998.76,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2020,Talbot County Public Schools,CAROLINE COUNTY PUBLIC SCHOOLS,CAROLINE COUNTY PUBLIC SCHOOLS,21629,28986,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2020,Talbot County Public Schools,"EDMENTUM, INC",EDMENTUM INC,60677-6725,28938,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2020,Talbot County Public Schools,EQUAL OPPORTUNITY SCHOOLS,EQUAL OPPORTUNITY SCHOOLS,98108,28038.69,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2020,Talbot County Public Schools,PAMELA B. CLAY,PAMELA B. CLAY,21647,27787.5,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2020,Talbot County Public Schools,"R.E. MICHEL COMPANY, INC.",R. E. MICHEL COMPANY INC,21203,27331.67,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2020,Talbot County Public Schools,BB&T,BB&T,28258-0060,26546.91,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2020,Talbot County Public Schools,CHRISTINE PRIDGEN,CHRISTINE PRIDGEN,21613,26395,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2020,Talbot County Public Schools,ANGEL MANAGEMENT INC,ANGEL MANAGEMENT INC,21114,26325.37,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2020,Talbot County Public Schools,"L & S BUS SERVICE, INC.","L & S BUS SERVICE, INC.",21617,26123.21,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2020,Talbot County Public Schools,"AS GREEN AS IT GETS, LLC","AS GREEN AS IT GETS, LLC",21601,25617,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2020,Talbot County Public Schools,"MODULAR ONE INSTALLERS, INC","MODULAR ONE INSTALLERS, INC",21224,25000,NA,NA,TALBOT COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,PINE HILL LANDSCAPING,PINE HILL LANDSCAPING,21664,122313.36,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,ARK SYSTEMS,ARK SYSTEMS INC,21045,782898.66,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,FASTENAL INDUST. & CONST. SUPPLIES,FASTENAL INDUSTRIAL & CONSTRUCTION SUPPLIES,55987-1286,155973.35,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,DATA BUSINESS SYSTEMS,DATA BUSINESS SYSTEMS INC,23462,48282.1,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,"AIM SERVICES, INC.","AIM SERVICES, INC.",23321,67255,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,SCHOOL SPECIALTY,SCHOOL SPECIALTY,60693-0326,42576.32,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,WGL ENERGY SERVICES,WGL ENERGY SERVICES INC,19101-5047,78186.47,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,MABE,MABE,21401,33454,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,MID SHORE COMMUNITY MEDIATION,MID SHORE COMMUNITY MEDIATION,21601,80750,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,REGIONAL TRAINING CENTER,REGIONAL TRAINING CENTER,07869,138804,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,MARYLAND DEPT OF JUVENILE SERVICES,MARYLAND DEPARTMENT OF JUVENILE SERVICES,21201,37023.52,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,"SPECIALIZED EDUCATION SERVICES, INC","SPECIALIZED EDUCATION SERVICES, INC",08103,764440.96,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,EDUCATION ASSOCIATES,EDUCATION ASSOCIATES,40223,85614,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,JAMES COLLINS,JAMES COLLINS,21613,61556.33,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,TINA THOMPSON,TINA THOMPSON,21869,30171.95,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,CROPPER AND SON TRANSPORT,CROPPER AND SON TRANSPORT,21613,117517.34,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,SOLIANT HEALTH,SOLIANT HEALTH,31193-4411,358080.24,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,WILL BROWN'S TRUCK REPAIR,WILL BROWN'S TRUCK REPAIR,21613,49650.85,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,"WGL ENERGY SYSTEMS, INC",WGL ENERGY SERVICES INC,22182-2260,40563.8,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,"SCH TRANSPORTATION, LLC",SCH TRANSPORTATION LLC,21643,102537.29,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,MOTOROLA,MOTOROLA,60693,139593.49,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,MSEA,MSEA,21401,309295.63,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,COKESBURY TRANSPORTATION LLC,COKESBURY TRANSPORTATION LLC,21659,332259.9,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,UNIVERSITY OF PHOENIX,UNIVERSITY OF PHOENIX,85072,55551.4,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,FOLLETT SCHOOL SOLUTIONS,FOLLETT SCHOOL SOLUTIONS,60693-0918,36772.49,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,"PROJECT LEAD THE WAY, INC.",PROJECT LEAD THE WAY INC,46240,50775.4,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,NORTHBAY,NORTHBAY,21901,26075,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,DATA NETWORKS INC.,DATA NETWORKS INC.,21275-9450,1004620,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,"NAVIANCE, INC.",NAVIANCE INC,63150-4571,27922.25,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,PIVOT PHYSICAL THERAPY,PIVOT PHYSICAL THERAPY,21286,40000,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,MARYLAND COALITIION OF FAMILIES,MARYLAND COALITION OF FAMILIES,21044,37967.45,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,DORCHESTER COUNTY HEALTH DEPARTMENT,DORCHESTER COUNTY HEALTH DEPARTMENT,21613,740543,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,AMERICAN READING COMPANY,AMERICAN READING COMPANY,19406,617748,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,"CIT BANK, N.A.","CIT BANK, N.A.",60673-1211,44797.59,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,WGL ENERGY SERVICES,WGL ENERGY SERVICES INC,22102,491143.2,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,"DATA MANAGEMENT, INC.","DATA MANAGEMENT, INC.",76904,36833.52,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,THE HARBOUR SCHOOL,THE HARBOUR SCHOOL,21122,78809.04,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,"FOR ALL SEASONS, INC.","FOR ALL SEASONS, INC.",21601,33250,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,WASTE MANAGEMENT,WASTE MANAGEMENT,40290-1054,39455.36,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,HOUGHTON MIFFLIN CO.,HOUGHTON MIFFLIN CO.,60693,65688.67,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,DEMBYS TRANSPORTATION,DEMBYS TRANSPORTATION,21613,120236.09,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,"SCHAUBER, INC.","SCHAUBER, INC.",21613,59729.15,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,DIANA L MITCHELL,DIANA L MITCHELL,20774,50000,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,MARYLAND UNEMPLOYMENT INSURANCE FUN,MARYLAND UNEMPLOYMENT INSURANCE,21203-0084,26539.71,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,BRIGHTSTAR CARE,BRIGHTSTAR CARE,21114,49722.5,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,STANDARD LIFE INSURANCE COMPANY,STANDARD LIFE INSURANCE COMPANY,97208-6367,110594.35,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,BANC OF AMERICA LEASING,BANK OF AMERICA,30384-0918,340132.67,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,AMERICAN FIDELITY ASSURANCE CO,AMERICAN FIDELITY ASSURANCE,64121-9326,219644,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,AMERICAN FIDELITY ASSURANCE,AMERICAN FIDELITY ASSURANCE,73126-8805,489477.65,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,"R. E. MICHEL COMPANY, INC.",R. E. MICHEL COMPANY INC,21203,32416.13,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,EQUAL OPPORTUNITY SCHOOLS,EQUAL OPPORTUNITY SCHOOLS,98109,44629.32,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,DORI FOODS,DORI FOODS,23230,768815.39,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,K12 INSIGHT LLC,K12 INSIGHT LLC,20171,30007.5,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,SITE ONE LANDSCAPE SUPPY,SITE ONE LANDSCAPE SUPPLY,60673-1241,32164.99,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,"ENOME, INC.",ENOME INC,94401,107100,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,BEARCOM,BEARCOM,75267-0354,25143.03,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,"LABOR FIRST, LLC",LABOR FIRST LLC,08054,1549087.77,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,MARYLAND STATE RETIREMENT AGENCY,MARYLAND STATE RETIREMENT,21202-1600,116848.2,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,AVID CENTER,AVID CENTER,92123,36528,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,"AGILE MIND EDUCATION HOLDINGS, INC",AGILE MIND EDUCATION HOLDINGS INC,76051,78850,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,KENJYA TRUSANT GROUP,KENJYA TRUSANT GROUP,21045,46457.36,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,LIFE FITNESS,LIFE FITNESS,60018,67340.26,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,EMMAJANE OLINDE,EMMAJANE OLINDE,21826,31000,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,REPUBLIC SERVICES #425,REPUBLIC SERVICES #425,40290,76682.54,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,"BEST MAN COMPANY, LLC","BEST MAN COMPANY, LLC",80773,36500,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,RIVERSIDE ASSESSMENTS LLC,RIVERSIDE ASSESSMENTS LLC,60143,34065,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,GO CAMPUSING INC.,GO CAMPUSING INC.,11732,36754,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,CAMBRIDGE-SOUTH DORCHESTER HIGH SCH,CAMBRIDGE-SOUTH DORCHESTER HIGH SCHOOL,21613,64614.68,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,NORTH DORCHESTER HIGH SCHOOL,NORTH DORCHESTER HIGH SCHOOL,21643,65754.05,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,DORCHESTER CAREER & TECH CENTER,DORCHESTER CAREER & TECH CENTER,21613,78819.01,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,"ARCADIA SOLAR, LLC",ARCADIA SOLAR LLC,55126,47674.76,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,SIMMONS CENTER MARKET,SIMMONS CENTER MARKET,21613,81689.29,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,XEROX CORPORATION,XEROX CORPORATION,19182-7598,294334.96,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,MARYLAND STATE RETIREMENT SYSTEMS,MARYLAND STATE RETIREMENT,21202,1899931,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,CAREFIRST BLUE CROSS BLUE SHIELD,CAREFIRST BLUE CROSS BLUE SHIELD,19178-9747,8118761.76,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,MUNICIPAL UTILITIES COMMISSION,MUNICIPAL UTILITIES COMMISSION,21613,52408.8,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,CHOPTANK ELECTRIC COOPERATIVE,CHOPTANK ELECTRIC COOPERATIVE INC,21629,31034,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,AERO ENERGY -(WISE OIL & FUEL),AERO ENERGY - WISE OIL & FUEL,17350,163018.01,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,VERIZON,VERIZON,12212-5124,40588.16,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,COPY SHOPPE,COPY SHOPPE,21613,80716.37,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,CLOVERLAND/GREEN SPRING DAIRY,CLOVERLAND GREEN SPRING DAIRY,02241-8952,97976.15,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,GAME TIME C/C CUNNINGHAM RECREATION,GAME TIME C/C CUNNINGHAM RECREATION,21658,560969.6,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,TALBOT CO. PUBLIC SCHOOLS,TALBOT COUNTY PUBLIC SCHOOLS,21601,485219,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,TGM GROUP  LLC,TGM GROUP LLC,21804,45700,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,STAPLES ADVANTAGE,STAPLES ADVANTAGE,19176-0242,192531.46,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,"SHORE DISTRIBUTORS, INC.",SHORE DISTRIBUTORS INC,21802,27291.15,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,"HOPKINS SALES CO., INC.",HOPKINS SALES CO INC,21601,93267.78,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,"STEWART,RUSSELL & MILDRED - BUS","STEWART, RUSSELL & MILDRED - BUS",21613,144499.72,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,"EAGLE TRANSPORTATION,INC - BUS",EAGLE TRANSPORTATION INC - BUS,21631,147920.14,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,"THOMAS,J T - BUS","THOMAS,J T - BUS",21631,56381.93,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,"TODD,DEBBIE - BUS","TODD,DEBBIE - BUS",21643,73573.14,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,"HOTTEN,SHIRLEY - BUS","HOTTEN,SHIRLEY - BUS",21631,51446.65,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,"R & R TRANSPORTATION,INC - BUS",R & R TRANSPORTATION INC - BUS,21643,105442.01,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,"TOLLEY,SHIRLEY - BUS","TOLLEY,SHIRLEY - BUS",21613,374715.55,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,WICOMICO COUNTY BOARD OF EDUCATION,WICOMICO COUNTY BOARD OF EDUCATION,21801,46969.66,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,CHESAPEAKE UTILITIES,CHESAPEAKE UTILITIES,19182-6531,113059.47,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,CHESAPEAKE COLLEGE,CHESAPEAKE COLLEGE,21679,25336.86,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,"MCCOLLISTER,STEVEN H - BUS","MCCOLLISTER, STEVEN H - BUS",21613,61203.37,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,"JAMESWAY,INC - BUS","JAMESWAY,INC - BUS",21613,47813.98,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,MABE-WORKERS COMP SELF-INSUR FUND,MABE WORKERS COMP SELF INSURANCE,21401,299766,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,VERIZON WIRELESS,VERIZON,07101-6810,34900.28,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,MD CHILD SUPPORT ACCOUNT,MD CHILD SUPPORT ACCOUNT,21297-1396,29411.39,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,VOYAGER SOPRIS LEARNING,VOYAGER SOPRIS LEARNING,02284-4615,51666.43,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,FPC DISTRIBUTION,FPC DISTRIBUTION,21075,45833.13,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
2020,DORCHESTER COUNTY PUBLIC SCHOOLS,"CDW-G GOVERNMENT,INC",CDW GOVERNMENT,60675,45443.09,NA,NA,DORCHESTER COUNTY PUBLIC SCHOOLS
